Variable / Field Name,Form Name,Form Display Name,Section Header,Allow,multipleChoice,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
dcsep025,separation_anxiety,Separation Anxiety,,autoAdvance,,radio,Did you worry about these things more than children your age? ,"0, No | 1, Yes | 9, Unknown",,,,,,[csep2] != 1,,,,dcsep024,,
dcsep026,separation_anxiety,Separation Anxiety,,autoAdvance,,radio,"You mentioned (one, two, several) worries about being away from (attachment figure(s)).  When these worries were the worst, how often did you have them?","1, Less than half the days | 2, About half the days | 3, Most days | 4, Every day | 9, Don't know",,,,,,[csep2] != 1,,LH,,,,
csep4,separation_anxiety,Separation Anxiety,Distress/Impairment,,,descriptive,"Please look at Participant Card 8: Distress/Impairment. \r\n\r\n _INTERVIEWER: Remind child how to use scale, if necessary._",,,,,,,[csep2] != 1,,,,,,
dcsep027,separation_anxiety,Separation Anxiety,Distress,,,dropdown,How much did having these worries (about the attachment figure) upset or bother you? Please rate on scale.,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 998, Unknown ",CODE RESPONSE,autocomplete,0,10,,[csep2] != 1,,,,,,
dcsep028,separation_anxiety,Separation Anxiety,Impairment,,,dropdown,"How much did the worries you have told me about cause problems for you at home, at school, or with your family or friends?  ","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 998, Unknown ",CODE RESPONSE,autocomplete,0,10,,[csep2] != 1,,,,,,
dcsep029,separation_anxiety,Separation Anxiety,,autoAdvance,,radio,Did you stay home from school because of these worries about (the attachment figure)?,"0, No | 1, Yes | 9, Unknown",,,,,,[csep2] != 1,,RH,,,,
dcsep030,separation_anxiety,Separation Anxiety,,,,text,How many days of school did you miss? (lifetime),,DAYS,number,,,,[dcsep029] = '1',,,,,,
dcsep031,separation_anxiety,Separation Anxiety,Episodes: Onset,,,text,How old were you the first time you had these worries?,,AGE,autocomplete,,,,[csep2] != 1,,RH,,,,
dcsep032,separation_anxiety,Separation Anxiety,Episodes: Offset,autoAdvance,,radio,Do you have these worries now?,"0, No | 1, Yes | 9, Unknown",,,,,,[csep2] != 1,,RH,,,,
dcsep033,separation_anxiety,Separation Anxiety,,,,text,How old were you the last time you had these worries?,,AGE,autocomplete,,,,[dcsep032] = '0',,,,,,
dcsep034,separation_anxiety,Separation Anxiety,Episodes: Course,autoAdvance,,radio,"Since you were (age of onset), was there ever a time when you were not worried about being apart from (attachment figure(s))?","0, No | 1, Yes | 9, Unknown",,,,,,[csep2] != 1,,RH,,,,
csep11,separation_anxiety,Separation Anxiety,,,,text,"What was the longest period of time that you did not worry about this? \r\n\r\n _(N weeks, N months, N years)_",,,,,,,[dcsep034] = '1',,,,,,
dcsep038,separation_anxiety,Separation Anxiety,Help-Seeking Treatment (Lifetime),autoAdvance,,radio,"Did anyone, like a teacher or family member, suggest that you get help for these symptoms? ","0, No | 1, Yes | 9, Unknown",,,,,,[csep2] != 1,,,,dcsep038,,
dcsep039,separation_anxiety,Separation Anxiety,,autoAdvance,,radio,"Did you ever go to see a doctor, nurse, psychologist, social worker, school counselor, minister/priest or other professional to get help for (list symptoms)?","0, No | 1, Yes | 9, Unknown",,,,,,[csep2] != 1,,,,dcsep038,,
csep14,separation_anxiety,Separation Anxiety,,,,descriptive,"What kind of person/people did you get help from? \r\n\r\n _INTERVIEWER: Refer to Participant Card 13 (Professional/Treatment), record and code responses on the following screens._",,,,,,,[dcsep039] = '1',,,,,,
dcsep040,separation_anxiety,Separation Anxiety,,dontKnow,,text,Specify (Professional/Treatment 1):,,PROFESSIONAL/TREATMENT,,,,,[dcsep039] = '1',,,,,,
dcsep041,separation_anxiety,Separation Anxiety,,dontKnow,,text,Code (Professional/Treatment 1):,,CODE RESPONSE,number,,,,[dcsep039] = '1',,,,,,
dcsep042,separation_anxiety,Separation Anxiety,,dontKnow,,text,Specify (Professional/Treatment 2):,,PROFESSIONAL/TREATMENT,,,,,[dcsep039] = '1',,,,,,
dcsep043,separation_anxiety,Separation Anxiety,,dontKnow,,text,Code (Professional/Treatment 2):,,CODE RESPONSE,number,,,,[dcsep039] = '1',,,,,,
dcsep044,separation_anxiety,Separation Anxiety,,dontKnow,,text,Specify (Professional/Treatment 3):,,PROFESSIONAL/TREATMENT,,,,,[dcsep039] = '1',,,,,,
dcsep045,separation_anxiety,Separation Anxiety,,dontKnow,,text,Code (Professional/Treatment 3):,,CODE RESPONSE,number,,,,[dcsep039] = '1',,,,,,
dcsep047,separation_anxiety,Separation Anxiety,,,,text,"_INTERVIEWER: If you listed multiple people, ask this question. If not, **Skip**:_ \r\n\r\n Who did you get help from the first time? \r\n\r\n Specify (Professional/Treatment):",,PROFESSIONAL/TREATMENT,,,,,[dcsep039] = '1',,,,,,
dcsep048,separation_anxiety,Separation Anxiety,,,,text,Code (Professional/Treatment):,,CODE RESPONSE,number,,,,[dcsep039] = '1',,,,,,
dcsep049,separation_anxiety,Separation Anxiety,,,,text,How old were you the first time you got help?,,AGE,autocomplete,,,,[dcsep039] = '1',,,,,,
dcsep050,separation_anxiety,Separation Anxiety,,autoAdvance,,radio,Are you getting help now?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcsep039] = '1',,RH,,,,
dcsep051,separation_anxiety,Separation Anxiety,,,,text,"If no, how old were you the last time you got help?",,AGE,autocomplete,,,,[dcsep050] = '0',,,,,,
dcsep052,separation_anxiety,Separation Anxiety,,,,notes,What did the professional say that you had (diagnoses given)? List:,,,,,,,[dcsep039] = '1',,LH,,,,
csep16,separation_anxiety,Separation Anxiety,,,1,checkbox,What kind of treatment(s) have you gotten? _(Check all that apply)_,"1, Out-patient (Going to see someone in an office) | 2, In-patient (Staying in a hospital) | 3, Other",,,,,,[dcsep039] = '1',,,,,,
dcsep056,separation_anxiety,Separation Anxiety,,,,notes,Specify (Other treatment):,,,,,,,[dcsep055] .inludes(3),,LH,,,,
dcsep057,separation_anxiety,Separation Anxiety,,autoAdvance,,radio,"Were you on medications? \r\n\r\n _INTERVIEWER: Refer to Participant Card 9 (Medications), record and code responses in the following screens._","0, No | 1, Yes | 9, Unknown",,,,,,[dcsep039] = '1',,RH,,,,
dcsep058,separation_anxiety,Separation Anxiety,,dontKnow,,text,Specify (Medication 1):,,MEDICATION,,,,,[dcsep057] = '1',,,,,,
dcsep059,separation_anxiety,Separation Anxiety,,dontKnow,,text,Code (Medication 1):,,CODE RESPONSE,number,,,,[dcsep057] = '1',,,,,,
dcsep060,separation_anxiety,Separation Anxiety,,dontKnow,,text,Specify (Medication 2):,,MEDICATION,,,,,[dcsep057] = '1',,,,,,
dcsep061,separation_anxiety,Separation Anxiety,,dontKnow,,text,Code (Medication 2):,,CODE RESPONSE,number,,,,[dcsep057] = '1',,,,,,
dcsep062,separation_anxiety,Separation Anxiety,,dontKnow,,text,Specify (Medication 3):,,MEDICATION,,,,,[dcsep057] = '1',,,,,,
dcsep063,separation_anxiety,Separation Anxiety,,dontKnow,,text,Code (Medication 3):,,CODE RESPONSE,number,,,,[dcsep057] = '1',,,,,,
dcsep064,separation_anxiety,Separation Anxiety,,dontKnow,,text,Specify (Medication 4):,,MEDICATION,,,,,[dcsep057] = '1',,,,,,
dcsep065,separation_anxiety,Separation Anxiety,,dontKnow,,text,Code (Medication 4):,,CODE RESPONSE,number,,,,[dcsep057] = '1',,,,,,
csep_end,separation_anxiety,Separation Anxiety,,,,descriptive,_INTERVIEWER: END of **Social Anxiety** section_,,,,,,,,,,,,,
panic_disorder_title,panic_disorder,Panic Disorder,,,,,## Panic Disorder,,,,,,,,,,,,,
cpan0,panic_disorder,Panic Disorder,Symptoms,,,descriptive,Earlier you told me that you have had (an anxiety attack/anxiety attacks).  I'd like to ask you more about that/these.,,,,,,,,,,,,,
dcpan001,panic_disorder,Panic Disorder,,autoAdvance,,radio,"(During the worst times) when you suddenly felt very scared, anxious, or uncomfortable, did you have any physical feelings, like: \r\n\r\n Trouble breathing?","0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan002,panic_disorder,Panic Disorder,,autoAdvance,,radio,You were suffocating or smothering?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan003,panic_disorder,Panic Disorder,,autoAdvance,,radio,Your heart beating very fast or extra hard?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan004,panic_disorder,Panic Disorder,,autoAdvance,,radio,Your chest hurting or feeling tight?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan005,panic_disorder,Panic Disorder,,autoAdvance,,radio,You were choking?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan006,panic_disorder,Panic Disorder,,autoAdvance,,radio,Your mouth feeling dry?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan007,panic_disorder,Panic Disorder,,autoAdvance,,radio,"Feeling dizzy, light-headed, or like things were spinning?","0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan008,panic_disorder,Panic Disorder,,autoAdvance,,radio,Feeling like you were going to faint or pass out?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan009,panic_disorder,Panic Disorder,,autoAdvance,,radio,"Feeling like the things around you were not real, like you're in a dream?","0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan010,panic_disorder,Panic Disorder,,autoAdvance,,radio,"Feeling that you were not real, like you were not really controlling your body or you were watching a movie of yourself?","0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan011,panic_disorder,Panic Disorder,,autoAdvance,,radio,Your hands or feet tingling or feeling numb?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan012,panic_disorder,Panic Disorder,,autoAdvance,,radio,Sweating or your hands feeling wet?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan013,panic_disorder,Panic Disorder,,autoAdvance,,radio,"A stomachache, nausea, diarrhea, or feeling like you were going to throw up or had to go to the bathroom?","0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan014,panic_disorder,Panic Disorder,,autoAdvance,,radio,Shaking or trembling?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan015,panic_disorder,Panic Disorder,,autoAdvance,,radio,You were afraid you were going crazy?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan016,panic_disorder,Panic Disorder,,autoAdvance,,radio,Losing control?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan017,panic_disorder,Panic Disorder,,autoAdvance,,radio,Feeling very hot?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan018,panic_disorder,Panic Disorder,,autoAdvance,,radio,Feeling very cold?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
dcpan019,panic_disorder,Panic Disorder,,autoAdvance,,radio,You were afraid you were going to die?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcpan001,,
cpan1,panic_disorder,Panic Disorder,,autoAdvance,,radio,_INTERVIEWER: The participant did not endorse any symtoms. End **Panic Disorder** Section._,"1, End Section",,,,,,[dcpan001] = '0' and [dcpan002] = '0' and [dcpan003] = '0' and [dcpan004] = '0' and [dcpan005] = '0' and [dcpan006] = '0' and [dcpan007] = '0' and [dcpan008] = '0' and [dcpan009] = '0' and [dcpan010] = '0' and [dcpan011] = '0' and [dcpan012] = '0' and [dcpan013] = '0' and [dcpan014] = '0' and [dcpan015] = '0' and [dcpan016] = '0' and [dcpan017] = '0' and [dcpan018] = '0' and [dcpan019] = '0',,,,,,
dcpan020,panic_disorder,Panic Disorder,Attack Characteristics,autoAdvance,,radio,"Did (list endorsed symptoms) start within the same few minutes, like around the same time?","0, No | 1, Yes | 9, Unknown",,,,,,[cpan1] != 1,,RH,,,,
dcpan021,panic_disorder,Panic Disorder,,,,text,"For most of your attacks, how much time did it take to get from the beginning of the first feeling you told me about to most of the other feelings that you had? \r\n\r\n  _Probe: Was it really fast or did it take a long time? You may have to probe to see if child has concept of 10 minute duration._ \r\n\r\n _(N minutes, N hours)_ ",,,number,,,,[cpan1] != 1,,,,,,
dcpan021_a,panic_disorder,Panic Disorder,,autoAdvance,,radio,_INTERVIEWER: Was the reported duration **greater** than 10 minutes?,"0, No | 1, Yes",,,,,,,,,,,,
dcpan022,panic_disorder,Panic Disorder,,autoAdvance,,radio,Have you ever had an attack that took **less** than 10 minutes from the beginning of the first feeling to most of the other feelings you had?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcpan021_a]  = 1,,,,dcpan022,,
dcpan023,panic_disorder,Panic Disorder,,autoAdvance,,radio,"Did the attack/any of the attacks ever occur 'out of the blue' when nothing scary was happening, or when you least expected (it/them)?","0, No | 1, Yes | 9, Unknown",,,,,,[cpan1] != 1,,,,dcpan022,,
dcpan024,panic_disorder,Panic Disorder,,autoAdvance,,radio,Have you woken up because of a panic attack or had one when you were sleeping?,"0, No | 1, Yes | 9, Unknown",,,,,,[cpan1] != 1,,,,dcpan022,,
dcpan025,panic_disorder,Panic Disorder,,,,notes,Please describe the attack that awakened you.  Were you having a bad dream at the time? What woke you up? How were you feeling when you woke up?,,,,,,,[dcpan024] = '1',,LH,,,,
dcpan026,panic_disorder,Panic Disorder,,autoAdvance,,radio,"Have you ever had an attack from having feelings that remind you of your attacks, like being out of breath when playing sports or while running around? \r\n\r\n _INTERVIEWER: You may have to explain this in more detail to younger children_","0, No | 1, Yes | 9, Unknown",,,,,,[cpan1] != 1,,RH,,,,
dcpan027,panic_disorder,Panic Disorder,,autoAdvance,,radio,How often did you stay away from activities that remind you of these feelings?,"0, Never | 1, Rarely | 2, Sometimes | 3, Most of the time | 4, All the time | 9, Unknown",,,,,,[dcpan026] = '1',,LH,,,,
dcpan028,panic_disorder,Panic Disorder,Anxiety About Attacks,autoAdvance,,radio,"After an attack like this, did you ever worry that it would happen again?","0, No | 1, Yes | 9, Unknown",,,,,,[cpan1] != 1,,RH,,,,
dcpan029,panic_disorder,Panic Disorder,,autoAdvance,,radio,How often did you worry?,"0, Never/not at all | 1, Sometimes/some days | 2, Always/almost every day | 9, Unknown",,,,,,[dcpan028] = '1',,LH,,,,
dcpan030,panic_disorder,Panic Disorder,,autoAdvance,,radio,"Did having these attacks make you worry that there was something wrong with your heart, your mind or some other part of your body?","0, No | 1, Yes | 9, Unknown",,,,,,[cpan1] != 1,,,,dcpan030,,
dcpan031,panic_disorder,Panic Disorder,,autoAdvance,,radio,Did having this/these attack(s) make you worry that you were going crazy or losing control?,"0, No | 1, Yes | 9, Unknown",,,,,,[cpan1] != 1,,,,dcpan030,,
cpan3a,panic_disorder,Panic Disorder,,,,text,"For how long after an attack would you worry that these feelings (list symptoms) would come back? \r\n\r\n _(N days, N weeks)_",,,,,,,[dcpan030] = '1' or [dcpan031] = '1',,,,,,
cpan4,panic_disorder,Panic Disorder,,,,text,"What is the longest time after an attack that you worried it would happen again? (Probe: was it more than one month?) \r\n\r\n  _ (N days, N weeks)_",,,,,,,[dcpan030] = '1' or [dcpan031] = '1',,,,,,
dcpan037,panic_disorder,Panic Disorder,Avoidance Behavior,autoAdvance,,radio,_INTERVIEWER: You may have to probe for the right response in younger children._  \r\n\r\n (During the worst time) Did this/these attacks stop you from doing things or cause you to do things differently?,"0, No Avoidance | 1, Mild (no avoidance, endurance with dread only | 2, Moderate (activities limited) | 3, Severe (housebound)| 9, Unknown",,,,,,[cpan1] != 1,,,,dcpan037,,
dcpan038,panic_disorder,Panic Disorder,,autoAdvance,,radio,Did you stop going places by yourself?,"0, No Avoidance | 1, Mild (no avoidance, endurance with dread only | 2, Moderate (activities limited) | 3, Severe (housebound)| 9, Unknown",,,,,,[cpan1] != 1,,,,dcpan037,,
dcpan039,panic_disorder,Panic Disorder,,autoAdvance,,radio,"Would you go places with your mom, dad, a friend or someone else?","0, No Avoidance | 1, Mild (no avoidance, endurance with dread only | 2, Moderate (activities limited) | 3, Severe (housebound)| 9, Unknown",,,,,,[cpan1] != 1,,,,dcpan037,,
dcpan040,panic_disorder,Panic Disorder,Associated Conditions: Anxiety,autoAdvance,,radio,Did you only have this/these attack(s) when you were separated from your parents?,"0, No | 1, Yes | 9, Unknown",,,,,,[cpan1] != 1,,,,dcpan040,,
dcpan041,panic_disorder,Panic Disorder,,autoAdvance,,radio,Did you only have this/these attack(s) when you were in a very dangerous situation?,"0, No | 1, Yes | 9, Unknown",,,,,,[cpan1] != 1,,,,dcpan040,,
dcpan042,panic_disorder,Panic Disorder,,autoAdvance,,radio,"Did you have attacks only when other people were looking at you or listening to you, or you were the center of attention?","0, No | 1, Yes | 9, Unknown",,,,,,[cpan1] != 1,,,,dcpan040,,
dcpan043,panic_disorder,Panic Disorder,,autoAdvance,,radio,"Did you have attacks only when you saw something or you were in a situation that almost always makes you upset, nervous, or anxious such as heights or elevators (list specific phobias if they have any)?","0, No | 1, Yes | 9, Unknown",,,,,,[cpan1] != 1,,,,dcpan040,,
dcpan044,panic_disorder,Panic Disorder,,autoAdvance,,radio,Did you have attacks only when you felt trapped and unable to get away?,"0, No | 1, Yes | 9, Unknown",,,,,,[cpan1] != 1,,,,dcpan040,,
cpan8,panic_disorder,Panic Disorder,Alcohol and Drugs,autoAdvance,,radio, _INTERVIEWER: Is the participant 12 years or older?_,"0, No | 1, Yes",,,,,,[cpan1] != 1,,RH,,,,
dcpan045,panic_disorder,Panic Disorder,,autoAdvance,,radio,Did you only have attacks when you were using: \r\n\r\n Alcohol?,"0, No | 1, Yes | 9, Unknown",,,,,,[cpan8] = '1',,,,dcpan045,,
dcpan046,panic_disorder,Panic Disorder,,autoAdvance,,radio,"Cannabis (pot, marijuana)?","0, No | 1, Yes | 9, Unknown",,,,,,[cpan8] = '1',,,,dcpan045,,
dcpan047,panic_disorder,Panic Disorder,,autoAdvance,,radio,Caffeine?,"0, No | 1, Yes | 9, Unknown",,,,,,[cpan8] = '1',,,,dcpan045,,
dcpan048,panic_disorder,Panic Disorder,,autoAdvance,,radio,Tobacco/nictoine (cigarettes)?,"0, No | 1, Yes | 9, Unknown",,,,,,[cpan8] = '1',,,,dcpan045,,
dcpan049,panic_disorder,Panic Disorder,,autoAdvance,,radio,Other drugs?,"0, No | 1, Yes | 9, Unknown",,,,,,[cpan8] = '1',,,,dcpan045,,
cpan11,panic_disorder,Panic Disorder,Distress/Impairment,,,descriptive,"Please look at Participant Card 8: Distress/Impairment. \r\n\r\n _INTERVIEWER: Remind child how to use scale, if necessary._",,,,,,,[cpan1] != 1,,,,,,
dcpan053,panic_disorder,Panic Disorder,Distress,,,text,How much did having these attacks upset or bother you? ,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 998, Unknown ",CODE RESPONSE,autocomplete,0,10,,[cpan1] != 1,,,,,,
dcpan054,panic_disorder,Panic Disorder,Impairment,,,text,"How much did the attacks you have told me about cause problems for you at home, at school, or with your family or friends?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 998, Unknown ",CODE RESPONSE,autocomplete,0,10,,[cpan1] != 1,,,,,,
dcpan055,panic_disorder,Panic Disorder,,autoAdvance,,radio,Did you stay home from school because of your attacks?,"0, No | 1, Yes | 9, Unknown",,,,,,[cpan1] != 1,,RH,,,,
dcpan056,panic_disorder,Panic Disorder,,,,text,How many days of school did you miss? (lifetime),,DAYS,number,,,,[dcpan055] = '1',,,,,,
dcpan057,panic_disorder,Panic Disorder,Episodes/Course (Lifetime),,,text,How many attacks like this have you had in your life?,,ATTACKS,number,,,,[cpan1] != 1,,,,,,
dcpan057_a,panic_disorder,Panic Disorder,,autoAdvance,,radio,_INTERVIEWER: Did the participant have **more** than 1 attack over his/her lifetime?_,"0, No | 1, Yes",,,,,,,,,,,,
dcpan058,panic_disorder,Panic Disorder,Episodes: Onset,,,text,How old were you when you first had one of these attacks? ,,AGE,autocomplete,,,,[cpan1] != 1,,RH,,,,
dcpan059,panic_disorder,Panic Disorder,Episodes: Offset,,,text,"_INTERVIEWER: If only one attack, record the same age from previous question._ \r\n\r\n How old were you the last time you had one of these attacks? ",,AGE,autocomplete,,,,[cpan1] != 1,,,,,,
cpan15,panic_disorder,Panic Disorder,,autoAdvance,,radio,_INTERVIEWER: Did the participant have **more** than 1 attack over his/her lifetime?_,,,,,,,[dcpan057_a]  = 1,,,,,,
cpan18,panic_disorder,Panic Disorder,Episodes: Course,,,text,"Thinking about all of your panic attacks: \r\n\r\n What was the longest period of time that the attacks did not bother you? \r\n\r\n  _(N days, N weeks, N months)_ ",,,,,,,[dcpan057_a]  = 1,,,,,,
dcpan063,panic_disorder,Panic Disorder,,autoAdvance,,radio,"From your first to last panic attack (between ages) what was the pattern of your attacks, would you say:","1, Only had a few scattered over many years | 2, A few attacks per year for several years | 3, Many attacks per year spread out during the year | 4, Panic attacks clustered together over a brief period | 5, Many attacks per year that came in groups during the year | 9, Unknown",,,,,,[dcpan057_a]  = 1,,LV,,,,
dcpan064,panic_disorder,Panic Disorder,Help-Seeking Treatment (Lifetime),autoAdvance,,radio,"Did anyone, like a teacher or family member, suggest that you get help for these symptoms? ","0, No | 1, Yes | 9, Unknown",,,,,,[cpan1] != 1,,,,dcpan064,,
